t,xx,yy,zz
678,8.05106151,1.041404613,1.472725168
679,8.497333575,1.225402921,0.270880512
680,4.843505336,0.589365017,0.98855396
681,1.888519392,2.812691847,1.760508593
682,-0.245922475,3.609271118,3.889571712
683,-2.234014515,1.858398161,4.402634375
684,-2.686654708,3.106140249,5.678627464
685,0.099410373,3.138094316,6.69024892
686,4.026484298,2.205260721,5.515211332
687,2.496507588,3.339108295,4.548624115
688,2.124713653,1.898479887,5.626779027
689,6.580571946,0.566741372,4.545553979
690,11.38189876,-0.286080547,4.157049315
691,10.67209229,0.746056634,3.718945431
692,9.211649847,1.464704416,4.012502656
693,6.247999498,2.164649583,2.256177847
694,1.334280409,1.866438347,2.9499058
695,2.536879733,2.531183045,2.377757155
696,4.352504695,1.772227942,1.993727053
697,10.81413052,2.797799772,4.018425156
698,23.60908368,3.246136566,3.683844522
699,13.38740805,3.224247713,5.803188113
700,2.325644661,2.92491438,5.765022756
701,7.274844199,1.461321825,5.113981505
702,8.798158308,2.237773634,4.624522178
703,10.95286731,2.294056483,6.1220886
704,7.175604532,2.684174479,7.520014467
705,5.363485824,0.677342333,6.579876766
706,6.984317338,1.039207652,6.174031992
707,3.280168588,0.058238735,5.87711877
708,0.821290395,0.848157191,5.074686305
709,0.438368453,1.602194825,4.525374199
710,2.928963939,2.547082476,5.317432394
711,-0.193724857,2.132748359,6.474880764
712,0.353401368,2.285482536,6.971994572
713,-3.003537451,1.505660134,8.049719518
714,-2.651740917,1.549973149,8.000199452
715,-1.752637981,1.484864679,6.878361248
716,0.941383673,2.32384352,4.968824875
717,0.931359207,2.605056612,5.655929896
718,1.074716431,-0.371789741,5.370082987
719,2.34348005,-1.928670566,4.089059455
720,0.489923709,-1.303983129,1.507810681
721,-1.551457433,-0.419634494,1.86201126
722,-2.152420659,-0.429067223,1.621591449
723,-1.968854564,0.540810812,0.059897849
724,0.528210419,-0.862454449,-2.104788599
725,1.259947476,0.447556097,-1.982817655
726,1.186399903,2.663860972,-0.260053389
727,0.283520734,3.214398571,2.651717354
728,1.191248645,2.249359902,4.064959849
729,-2.062690693,2.943345202,5.943564067
730,-3.243397021,3.322992787,6.857067997
731,-2.152039729,1.957870904,7.582639805
732,0.873773307,2.370775505,7.800163238
733,-0.173134879,2.583187899,7.360070634
734,0.120735413,2.231365631,7.81229426
735,-7.262342985,2.233587449,6.625134565
736,-8.297144346,1.773352094,5.071487901
737,-5.048791115,0.774314563,4.515806628
738,0.059098494,-0.756112362,1.849595957
739,1.687916833,1.073286546,0.882330749
740,-3.149423086,-0.600391147,0.579335685
741,-3.050646242,1.400795464,1.191344089
742,-4.318849879,1.921940023,2.915109593
743,-3.732749923,1.073856575,3.757686378
744,-1.430919277,0.664613987,3.367680693
745,-0.191234671,3.17969511,4.615572617
746,-0.297783441,3.493794291,4.455430519
747,0.518333655,2.159420084,7.254279036
748,0.394131701,0.918293295,6.759743325
749,0.253609994,2.035376366,7.106545792
750,-4.113550233,3.013875467,6.874043282
751,-4.265915456,1.78872613,6.46677163
752,-4.608485915,0.850010282,6.395336422
753,-3.736757449,2.215362226,7.906613185
754,-0.654930207,2.416867941,6.708317728
755,-2.71457184,3.216282422,7.745515588
756,-0.331037656,2.513148999,6.24698021
757,0.920995375,3.020514195,7.559686739
758,0.676863478,2.319252106,7.981017185
759,1.346288536,1.847585999,8.112559919
760,1.902915969,1.676019485,7.049853902
761,1.505180035,1.784834138,6.241027574
762,1.112240359,1.158366732,5.406549354
763,1.217073924,1.30270456,5.099914953
764,4.618981833,2.944316814,3.895563962
765,5.570503352,2.361402719,5.13115853
766,1.151019266,3.915002807,6.220626255
767,1.373201783,3.226748548,6.63648579
768,-0.22354992,3.173032148,7.990356478
769,-1.73618107,2.537264193,8.079862189
770,-0.903327553,2.493021279,8.493289275
771,1.853418955,3.356495302,8.640858628
772,0.205497444,2.77337604,9.898507187
773,-3.606612324,2.605897346,10.86002886
774,-2.165968595,2.262205484,10.55804015
775,-4.52906793,0.537455245,9.006493184
776,-3.086747692,0.854424131,6.743968385
777,-4.313819574,0.062204008,6.416105237
778,-3.21149656,1.457701539,4.199322451
779,-2.776970901,1.944769872,3.154321775
780,-4.540869105,0.810265684,3.68173192
781,-2.707327831,0.381161979,4.092430679
782,-2.522487432,0.805336984,3.987536138
783,-2.353907446,0.540109191,2.337414232
784,-3.553681798,1.792828675,2.641517382
785,-3.029685084,1.515912313,3.003954208
786,-3.545639199,2.887046962,2.892883503
787,-2.4383642,1.771524429,2.941932662
788,-2.977915664,0.155075832,3.545686374
789,-2.465616243,0.800922729,3.169427377
790,-0.330601188,1.017298556,2.436337016
791,0.064626989,0.388690375,3.023312523
792,0.089721228,-0.65410141,2.605158226
793,1.238365737,-0.750482638,1.788599161
794,1.020545971,-0.766028369,0.334194706
795,2.897566292,1.733146059,1.052652344
796,-1.602603811,-0.431694783,1.185815556
797,-12.27140665,-0.253999284,-0.487011105
798,-8.269889601,0.531986391,-0.329693559
799,-3.304063047,0.543883901,1.785525643
800,-2.439405663,-1.367971336,1.825365778
801,-1.517206509,-0.746603206,1.315873852
802,-2.752242325,-0.476619945,-0.023312518
803,-8.912311119,-1.544013628,-0.969874953
804,-5.727575245,1.897936262,0.139832698
805,-4.93093367,3.504127539,2.436327221
806,-1.866906603,4.097151985,4.905693565
807,1.59258232,3.843398822,5.560051541
808,3.115780502,2.657444438,4.682756195
809,5.177172177,2.354393393,5.931112496
810,7.254684143,3.179997931,6.322414276
811,7.55023449,2.178370935,9.622595683
812,5.425746638,2.761545186,10.36341015
813,4.60070159,2.095400989,9.533987248
814,2.964099005,2.41538779,10.40877278
815,3.923595215,1.879296908,10.2555672
816,12.23005897,-0.279306799,8.031767935
817,11.24463834,-0.987523836,6.960238567
818,7.734717392,-0.355719774,4.652699869
819,3.568494227,1.620096005,5.019886401
820,3.053422587,0.736046,4.964709378
821,3.199265412,-0.213212369,3.517549315
822,-2.284865392,1.967328979,4.575740459
823,2.25954356,2.986149041,4.432354886
824,-1.459316468,0.708872858,3.352984401
825,-3.216951942,1.948767525,3.04540681
826,-5.219797782,-0.298470878,2.590038859
827,-3.88970655,1.701309607,2.959697376
828,-4.208627887,0.869658181,1.497324644
829,-7.339451598,0.282213501,1.417661938
830,-8.198172349,1.585623152,-0.308926551
831,-6.144611718,2.633137961,0.857837201
832,-3.855350057,2.912975543,0.596667141
833,-2.225289834,1.8724285,1.306237005
834,-2.617218384,2.854591298,3.275186788
835,-3.183306883,2.933304368,5.708293105
836,-2.161652379,2.037901858,6.84456223
837,-9.051488512,1.890591271,5.847214918
838,-6.290342284,2.746793928,7.217567328
839,-3.8133005,3.301006166,6.924986025
840,-5.620517685,2.340916682,8.36377461
841,-6.903643526,2.491468084,8.75868909
842,-3.749774034,1.905325675,9.354025379
843,-4.288310005,1.024972827,8.789803928
844,-3.599943799,0.400306014,4.950030221
845,-0.009420446,-0.562743301,3.887307264
846,1.133282765,0.989002439,1.422715275
847,-2.255722183,-0.059122762,2.940515698
848,-1.4309416,0.024714717,2.675088552
849,-2.659981975,-0.00963502,1.709517685
850,-0.913669035,0.580499693,1.399426832
851,-1.069596161,0.713789574,0.903865965
852,2.822414818,-2.048208188,1.948213028
853,3.199526151,0.856678477,0.021228553
854,-0.707079112,0.931567412,1.70681885
855,3.65487715,2.150387211,3.348526121
856,9.519606949,0.93352413,5.891047497
857,6.608285442,0.020006931,5.558752427
858,5.618200683,0.655280832,4.114273103
859,-1.893406426,0.579280784,2.559501876
860,-2.775728326,2.528156345,2.909430008
861,0.823473705,2.528927391,3.869364541
862,0.08649985,1.89507842,3.165616782
863,0.444037002,2.080281204,1.558945783
864,3.710509632,0.5376299,0.834910142
865,0.112888877,-0.202337933,0.715391019
866,-1.283411358,1.956850995,-0.49483699
867,14.4989802,2.303471717,1.570769715
868,10.815723,1.122898,2.061124551
869,9.914490978,2.109639503,2.213691762
870,9.077056465,1.756063305,3.053120506
871,9.807802625,1.66923106,2.772465007
872,8.20600983,1.529846722,4.807117718
873,5.100362314,2.444561385,4.000248138
874,4.315900139,0.966275347,3.705602745
875,1.713855535,2.505167444,4.125450365
876,2.015068189,1.552111974,5.184090582
877,-6.28809389,1.453107993,3.814258183
878,-6.235749183,1.978368049,5.370257855
879,-6.007638549,2.319325933,5.598887479
880,-7.277897359,1.467285024,5.984117651
881,-2.962021885,0.456528982,3.622761813
882,-1.873300357,0.776217519,3.080468009
883,-0.066230809,3.408407795,2.401678447
884,-0.294841643,3.05679178,4.444790258
885,0.248321933,3.69034709,5.389175443
886,0.990649924,2.339986822,5.870783071
887,1.53402622,4.077746767,6.909050329
888,4.119769582,1.309945664,8.31066399
889,3.030531059,1.957464626,7.433629393
890,2.24284938,1.852361617,6.777386455
891,2.933219116,2.053212613,5.944399397
892,2.259471141,2.214260081,4.976772177
893,-1.627719337,2.250128932,6.20444745
894,-1.655266176,2.584296366,7.227518601
895,-2.667446507,1.218138694,6.79917142
896,-2.236034251,1.969947389,5.214769863
897,-1.189214397,3.444777509,4.639389959
898,-5.666718249,3.075862965,5.628095146
899,-6.915236591,2.774774377,5.876176431
900,-4.558595059,2.892278851,5.239641137
901,-5.209581684,1.235231008,4.626624395
902,-3.527298002,1.307337602,5.500578801
903,-1.640217562,3.002590461,5.835133975
904,-5.716998105,2.983404945,6.051457491
905,-4.460627484,2.636436546,5.007433034
906,-9.005022967,2.635439311,4.900259262
907,-2.592806782,2.679486291,5.008285535
908,-1.648991752,1.714024669,4.938867921
909,-1.822443469,1.332912357,5.742196259
910,-1.537479202,1.642246733,5.735546137
911,-1.600597955,0.408719127,6.465181106
912,-4.298424547,0.94547383,4.607475183
913,-5.982238315,1.470878327,5.081772198
914,-7.053359156,0.14593769,5.998013074
915,-5.635072732,0.444125678,5.893498852
916,-4.500573828,0.883149294,4.641429133
917,-6.463325105,-0.716715541,2.554744532
918,-4.750360363,-0.043041179,2.462756761
919,-0.859610522,-1.411807479,2.696268419
920,-1.39492295,0.910725229,0.780153939
921,0.430290797,1.609808222,0.235146969
922,-0.492063923,1.501665777,1.841349484
923,-4.515179869,2.419505692,1.674353427
924,-4.173280492,1.80701753,1.502043953
925,-2.18436509,2.104455931,0.719744108
926,-2.875435483,-0.65620629,2.241337174
927,2.095205965,2.31412851,1.712934136
928,-1.11460542,2.880992444,2.74858511
929,-4.464683535,3.991008511,4.610278071
930,-4.692117477,3.497369922,4.028559111
931,-5.7171703,4.031114627,4.961725937
932,-5.246898734,1.918290154,5.371389288
933,-2.354693653,1.716024948,6.228642018
934,-2.669424345,0.533821431,4.958749162
935,1.98830928,2.36179493,5.976430562
936,0.781370239,3.316470995,7.895999104
937,-0.233669191,3.025560676,7.481162415
938,-1.121559336,3.173096535,8.674228982
939,-0.108176719,5.134800846,7.375547757
940,5.210648578,4.367596295,9.174443561
941,3.95952817,3.502718751,8.020905688
942,2.490779763,3.693404018,7.647333764
943,0.273896305,3.591244311,8.98207662
944,0.237124033,4.297828029,7.880363208
945,-0.741611619,4.590221468,8.055612944
946,-1.011444488,2.424135554,9.606677254
947,-0.785946779,3.343154861,9.009877883
948,-2.891731991,3.599749109,8.286643498
949,-4.722976064,2.868792797,8.294473612
950,-4.056415084,2.227414904,8.686038835
951,-6.128214819,3.596517968,8.088958896
952,-4.880840114,2.984904125,9.820995564
953,-7.321822722,2.260390917,6.76644183
954,-5.012740102,2.596257428,5.851907472
955,-5.248064063,1.318841794,7.035466026
956,-5.568271174,3.871187263,6.030303793
957,-5.502198742,4.240856266,6.979332906
958,-3.189811972,3.610406845,8.912376199
959,-3.292922077,3.24095931,8.187055951
960,-2.369740108,2.298262642,8.683533071
961,-1.871992551,-0.227163482,8.439970129
962,-1.96718142,-1.226164536,6.189170233
963,-1.129666358,-0.548674153,5.514655898
964,-1.847097922,0.304777408,4.291286173
965,-2.137169001,1.411479994,3.00593678
966,-2.271196352,1.29213714,4.1750637
967,-0.513585689,2.087969619,2.974415306
968,-1.043478266,2.599535101,2.300767218
969,-0.117789004,1.721363767,4.116032508
970,-1.247359529,-0.546090539,1.78112296
971,-0.28676715,1.419109296,0.765002123
972,2.301152154,2.737083526,1.53416799
973,0.401086031,2.843734146,3.500027473
974,-1.01592129,1.839402033,3.735964268
975,-0.362171201,1.372484253,6.470316466
976,1.868863988,1.586886047,6.351362278
977,-0.347735811,1.270066692,5.541653211
978,-1.22073321,2.767801353,5.158707898
979,-2.892961266,2.45759725,5.876506872
980,-3.378294918,1.78859433,7.669315095
981,-2.352351544,0.323556419,8.519862577
982,-3.920451093,0.374897604,8.166800336
983,-2.797531741,-1.236749088,7.033178632
984,-2.490771141,0.510706903,4.058434039
985,-2.951825771,0.089170954,3.456214455
986,-8.097905726,1.706255096,2.421990906
987,-5.20073458,1.470252568,4.222451913
988,-1.290607763,0.401829557,4.679021476
989,-4.265530167,1.230048879,3.023882588
990,-2.495420208,0.693166373,3.58096928
991,-3.675129434,1.234175894,4.645503553
992,-3.493154073,0.762139164,2.517438577
993,-2.717711118,2.081324341,2.128780501
994,0.973177493,2.077267566,4.419650104
995,3.203130878,1.703673244,5.977411222
996,2.856655812,0.595431621,6.187505154
997,2.691726607,1.163601346,4.618924443
998,2.341283691,0.034512004,3.966050941
999,1.491659452,0.779323165,3.531313579
1000,1.160923389,1.582382238,2.936494019
